Snakenames,Note,Snake,Number,Common names,Family,Country,Region,Snake genus,"Venom, mg (snakedatabase.org)",SVMP (Snake venom MetalloProteinase),PI-SVMP (Snake venom MetalloProteinase),PII-SVMP,PIII-SVMP (Snake venom MetalloProteinase),SVMPi (Snake venom metalloproteinase inhibitor),Disintegrin,Short disintegrin,Mediumdisintegrin,Largedisintegrin,Long disintegrin,Dimeric disintegrin,CTL (C-typelectin),DC-fragment (disintegrin-like/cysteine-ichdomains of PIII-SVMP),CRISP (cysteine-rich secretory protein),3Ftx (three-finger toxin),?-NTx (?-NeuroToxin),NTx (NeuroToxin),SNTx (Short chain NeuroToxin),LNTx (Long chain NeuroToxin),WNTx (Weak Neurotoxin),PLB (Phospholipase B),PLA2 (Phospholipases A2),Acidic PLA2 (Phospholipases A2),Basic PLA2 (Phospholipases A2),K49-PLA2,D49-PLA2,Cro-toxin,SP (Serine roteinase),SPi (Serine Proteinase inhibitor),KuTi (Kunitz-type nhibitor),KaTi (Kazal-type inhibitor),KLK (Kallikrein),LAAO (L-Amino Acid oxidase),VAP (VasoActive Peptides),BPP (Bradykinin-Potentiating Peptides),BIP (Bradykinin-Inhibitory Peptide),VEGF (Vascular Endothelial Growth Factor),CVF (Cobra Venom Factor),NP (Natriuretic Peptide),Muscarinic-toxin,Cyto-toxin,Myo-toxin,Mojave-toxin,Sarafo-toxin,Trimucro-toxin,Waprin,Navaprin,Ohanin,Oscutarin C,Cystatin,Crotamine (aka: ?-defensin/small basic myotoxic peptides),Vespryn,HYA (HYAluronidase),KTC (proKineTiCin),NGF (Nerve Growth Factor),ILGF-1 (insulin-like growth factor),PDE (PhosphoDiEsterases),ACHE (AcetylCHolineEsterase),NT5 (5NucleoTidase),EP (EndoPeptidase),EN (EndoNuclease),Trypsinogen,QC (Glutaminyl Cyclase),CCM (Complement Control Module),LIPA (Lysosomal Lipase A),TRF (TRansFerrin),CTT (Cytidyltransferase),ALB (ALBumins),HBG (HemoGloBins),pG peptides (polyGly peptides),pGpH peptides (Gly-His-rich peptide),beta-BTx (beta-bungarotoxin),Gal (galactose-binding lectin),Selectins,FMO (flavin monoamine oxidases),GP (glutathione peroxidase),CELF (Type-B carboxylesterases/lipases),Atragin,AMT (AminoTransferase),Aspartic protease,TBP (Toxin biosynthesis proteins),BP (Blood Proteins),KNL (Kinesin-like protein),NTP (Neurotrophin),Fibrinogenases,AP (AminoPeptidase),ChE (Cholinesterase),OLP (Ohanin like proteins),CRVP (Cysteine Rich Venom Proteine),NMG (Neuronal membrane glycoprotein),RIB (ribosomal protein),ECTONT (ecto-59-nucleotidase),Actin,Unknownpeptides,Non-toxin,Unknown/Undetermined,Sum
" <span href=""https://www.ncbi.nlm.nih.gov/pubmed/25748141"" target=""_blank"" style=""font-style: italic"">Naja kaouthia<span> (Vietnam)",Vietnam,Naja kaouthia,2,"Monocellate Cobra , Thailand Cobra , Monacled Cobra , Bengal Cobra , Monocled Cobra",Elapidae,"Bangladesh, Bhutan, Cambodia, China, India, Laos, Malaysia, Myanmar, Nepal, Thailand, Vietnam",Indian Sub-continent + North Asia + Southeast Asia,Naja,742.00,2.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,2.30,0.00,0.00,0.00,7.69,33.27,8.89,0.00,12.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.10,0.20,0.80,27.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.50,0.00,0.30,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.10,100.01
" <span href=""https://www.ncbi.nlm.nih.gov/pubmed/25748141"" target=""_blank"" style=""font-style: italic"">Naja kaouthia<span> (Thailand)",Thailand,Naja kaouthia,3,"Monocellate Cobra , Thailand Cobra , Monacled Cobra , Bengal Cobra , Monocled Cobra",Elapidae,"Bangladesh, Bhutan, Cambodia, China, India, Laos, Malaysia, Myanmar, Nepal, Thailand, Vietnam",Indian Sub-continent + North Asia + Southeast Asia,Naja,742.00,3.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,4.30,0.00,0.00,0.00,4.20,3.90,9.10,0.00,23.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,1.10,0.00,0.00,0.00,0.00,0.80,0.00,0.80,45.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.20,0.00,0.40,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,1.20,100.00
" <span href=""https://www.ncbi.nlm.nih.gov/pubmed/25771242"" target=""_blank"" style=""font-style: italic"">Naja kaouthia<span> (Malaysia)",Malaysia,Naja kaouthia,4,"Monocellate Cobra , Thailand Cobra , Monacled Cobra , Bengal Cobra , Monocled Cobra",Elapidae,"Bangladesh, Bhutan, Cambodia, China, India, Laos, Malaysia, Myanmar, Nepal, Thailand, Vietnam",Indian Sub-continent + North Asia + Southeast Asia,Naja,742.00,2.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.70,0.00,0.00,53.20,0.00,0.00,0.00,0.00,13.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.10,1.10,0.00,24.30,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.40,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,100.00
"<span href=""https://www.ncbi.nlm.nih.gov/pubmed/28263888""  target=""_blank""  style=""font-style: italic"">Naja kaouthia<span> (Vietnam)",China,Naja kaouthia,5,"Monocellate Cobra , Thailand Cobra , Monacled Cobra , Bengal Cobra , Monocled Cobra",Elapidae,"Bangladesh, Bhutan, Cambodia, China, India, Laos, Malaysia, Myanmar, Nepal, Thailand, Vietnam",Indian Sub-continent + North Asia + Southeast Asia,Naja,742.00,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.39,0.00,0.00,0.00,8.69,4.60,14.89,0.00,26.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,27.87,0.00,0.00,0.00,0.00,0.00,0.00,9.19,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
" <span href=""https://www.ncbi.nlm.nih.gov/pubmed/21171584"" target=""_blank"" style=""font-style: italic"">Naja katiensis<span> (Burkina Faso)",Burkina faso,Naja katiensis,1,"Western Brown Spitting Cobra , Mali Cobra , Katien Spitting Cobra",Elapidae,"Benin, Burkina Faso, Cameroon, Chad, Cote d'Ivoire ( Ivory Coast ), Gambia, Ghana, Guinea, Guinea-Bissau, Mali, Niger, Nigeria, Senegal, Togo, Mauritania",North Africa + Sub-Saharan Africa,Naja,100.00,0.00,0.00,0.00,3.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,67.03,0.00,0.00,0.00,0.00,0.00,0.00,28.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,100.00
"<span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/27593527"" style=""font-style: italic"">Naja melanoleuca<span> (Uganda)",Uganda,Naja melanoleuca,1,"Black Cobra , White-lipped Cobra , Forest Cobra , Black and White-lipped Cobra , Black-lipped Cobra",Elapidae,"Angola, Benin, Burkina Faso, Burundi, Cameroon, Central African Republic, Democratic Republic of Congo, Republic of Congo, Cote d'Ivoire ( Ivory Coast ), Equatorial Guinea, Ethiopia, Gabon, Ghana, Guinea, Guinea-Bissau, Kenya, Liberia, Malawi, Mali, Mozambique, Nigeria, Rwanda, Senegal, Sierra Leone, South Africa, Sudan, Tanzania, Togo, Uganda, Zambia, Zimbabwe, Cabinda, Somalia",Sub-Saharan Africa,Naja,"1,102.00",9.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,7.60,57.10,0.00,0.00,0.00,0.00,0.00,0.00,12.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,1.10,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,2.50,0.90,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,100
" <span href=""https://www.ncbi.nlm.nih.gov/pubmed/21171584"" target=""_blank"" style=""font-style: italic"">Naja mossambica<span> (Tanzania)",Tanzania,Naja mossambica,1,"Mocambique Spitting Cobra , m'Fezi , Mozambique Spitting Cobra",Elapidae,"Angola, Botswana, Malawi, Mozambique, Namibia, South Africa, Swaziland, Tanzania, Zambia, Zimbabwe",Sub-Saharan Africa,Naja,656.00,0.00,0.00,0.00,2.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.30,0.00,0.00,0.00,0.00,0.00,0.00,27.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,100.00
"<span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/28062377"" style=""font-style: italic"">Naja naja<span> (East India)",Sri Lanka,Naja naja,1,"Indian Spectacled Cobra , Asiatic Cobra , Binocellate Cobra , Indian Cobra , Spectacled Cobra",Elapidae,"Bangladesh, India, Nepal, Pakistan, Sri Lanka",West Asia + Indian Sub-continent,Naja,610.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.47,0.00,0.00,0.00,0.00,0.00,0.00,13.95,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.71,0.00,0.00,0.00,0.00,0.00,0.00,0.07,100
"<span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/26506536"" style=""font-style: italic"">Naja naja<span> (Northwest India)",Northwest India,Naja naja,2,"Indian Spectacled Cobra , Asiatic Cobra , Binocellate Cobra , Indian Cobra , Spectacled Cobra",Elapidae,"Bangladesh, India, Nepal, Pakistan, Sri Lanka",West Asia + Indian Sub-continent,Naja,610.00,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.18,0.00,0.00,0.00,0.00,0.00,0.00,21.43,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.53,0.00,0.00,0.00,0.00,0.00,0.00,0.19,100
"<span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/26506536"" style=""font-style: italic"">Naja naja<span> (Sri Lanka)",East India,Naja naja,3,"Indian Spectacled Cobra , Asiatic Cobra , Binocellate Cobra , Indian Cobra , Spectacled Cobra",Elapidae,"Bangladesh, India, Nepal, Pakistan, Sri Lanka",West Asia + Indian Sub-continent,Naja,610.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.10,63.80,0.00,0.00,0.00,0.00,0.00,0.00,11.40,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.40,0.00,0.00,0.80,0.00,0.00,0.00,0.00,1.10,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.00,2.10,6.30,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,100
" <span href=""https://www.ncbi.nlm.nih.gov/pubmed/21171584"" target=""_blank"" style=""font-style: italic"">Naja nigricollis<span> (Nigeria)",Nigeria,Naja nigricollis,1,Black-necked Spitting Cobra,Elapidae,"Angola, Benin, Burkina Faso, Burundi, Cameroon, Central African Republic, Chad, Democratic Republic of Congo, Republic of Congo, Cote d'Ivoire ( Ivory Coast ), Ethiopia, Gabon, Gambia, Ghana, Guinea, Guinea-Bissau, Kenya, Malawi, Mali, Namibia, Niger, Nigeria, Rwanda, Senegal, Sierra Leone, South Africa, Sudan, Tanzania, Togo, Uganda, Zambia, Cabinda, Somalia",North Africa + Sub-Saharan Africa,Naja,362.00,0.00,0.00,0.00,2.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,73.30,0.00,0.00,0.00,0.00,0.00,0.00,21.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,100.00
" <span href=""https://www.ncbi.nlm.nih.gov/pubmed/21171584"" target=""_blank"" style=""font-style: italic"">Naja nubiae<span> (North Africa)",North Africa,Naja nubiae,1,Nubian Spitting Cobra,Elapidae,"Chad, Egypt, Eritrea, Niger, Sudan",North Africa,Naja,0.00,0.00,0.00,0.00,2.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.90,0.00,0.00,0.00,0.00,0.00,0.00,26.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,100.00
" <span href=""https://www.ncbi.nlm.nih.gov/pubmed/21171584"" target=""_blank"" style=""font-style: italic"">Naja pallida<span> (Kenya)",Kenya,Naja pallida,1,"Red Spitting Cobra , Black-necked Spitting Cobra",Elapidae,"Chad, Djibouti, Egypt, Eritrea, Ethiopia, Kenya, Sudan, Tanzania, Somalia",Sub-Saharan Africa,Naja,260.00,0.00,0.00,0.00,1.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.63,0.00,0.00,0.00,0.00,0.00,0.00,30.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,100.00
"<span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/28159706"" style=""font-style: italic"">Naja sputatrix<span> (Java Island)",Java Island,Naja sputatrix,1,"Javan Spitting Cobra , Sunda Island Spitting Cobra , Indonesian Cobra , Southern Indonesian Spitting Cobra",Elapidae,Indonesia,Southeast Asia,Naja,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.89,0.48,2.26,0.02,31.24,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.24,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.29,0.00,5.51,48.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,1.82,0.00,0.08,0.04,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
" <span href=""https://www.ncbi.nlm.nih.gov/pubmed/27282922"" target=""_blank"" style=""font-style: italic"">Notechis scutatus<span> (Australia)",Australia,Notechis scutatus,1,"Mainland Tiger Snake, Eastern Tiger Snake",Elapidae,Australia,Australia,Notechis,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.30,32.40,0.00,0.00,0.00,6.90,0.00,4.80,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,5.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,1.40,0.00,0.00,1.40,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.80,100.00
" <span href=""https://www.ncbi.nlm.nih.gov/pubmed/25896403"" target=""_blank"" style=""font-style: italic"">Ophiophagus hannah<span> (Indonesia)",Indonesia,Ophiophagus hannah,1,"King Cobra , Hamadryad , Jungle Cobra",Elapidae,"Bangladesh, Bhutan, Brunei, Cambodia, China, Hong Kong, Indonesia, India, Laos, Malaysia, Myanmar, Nepal, Philippines, Singapore, Thailand, Vietnam, Tibet",Indian Sub-continent + North Asia + Southeast Asia,Ophiophagus,0.00,0.00,0.00,0.00,11.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.48,0.00,24.73,0.00,0.00,12.26,13.66,0.00,2.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.29,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.20,4.69,17.65,0.00,0.00,0.00,0.00,0.00,0.00,1.10,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.01
" <span href=""https://www.ncbi.nlm.nih.gov/pubmed/22266484"" target=""_blank"" style=""font-style: italic"">Oxyuranus scutellatus canni<span> (Papua New Guinea)",Papua New Guinea,Oxyuranus scutellatus canni,1,"New Guinea Taipan , Papuan Taipan",Elapidae,"Indonesia, Papua New Guinea",New Guinea,Oxyuranus,882.00,8.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.80,4.19,0.00,0.00,0.00,0.00,0.00,0.00,68.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
" <span href=""https://www.ncbi.nlm.nih.gov/pubmed/22266484"" target=""_blank"" style=""font-style: italic"">Oxyuranus scutellatus scutellatus<span> (Australia)",Australia,Oxyuranus scutellatus scutellatus,1,"Coastal Taipan, Common Taipan",Elapidae,Australia,Australia,Oxyuranus,882.00,5.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,1.50,0.00,0.00,0.00,0.00,0.00,0.00,79.40,0.00,0.00,0.00,0.00,0.00,0.60,0.00,7.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.60,0.00,0.00,100.00
" <span href=""https://www.ncbi.nlm.nih.gov/pubmed/24704853"" target=""_blank"" style=""font-style: italic"">Pelamis platura<span> (Costa Rica)",Costa Rican Golfo de Papagayo,Pelamis platura,1,"Yellow Bellied Sea Snake , Pelagic Sea Snake , Black and Yellow Sea Snake , Yellow and Black Sea Snake , Black-backed Sea Snake",Elapidae,"Australia, Bahrain, Bangladesh, Brunei, Cambodia, Chile, China, Colombia, Comoros, Costa Rica, Ecuador, El Salvador, Fiji, Guadeloupe, Guatemala, Hong Kong, Indonesia, India, Iran, Japan, Kenya, Kiribati, North Korea, South Korea, Kuwait, Madagascar, Malaysia, Maldives, Marshall Islands, Mexico, Federated States of Micronesia, Mozambique, Myanmar, New Zealand, Nicaragua, Oman, Pakistan, Palau, Panama, Papua New Guinea, Peru, Philippines, Qatar, Russia, Samoa, Seychelles, Singapore, South Africa, Solomon Islands, Sri Lanka, Taiwan, Tanzania, Thailand, Tonga, Tuvalu, United Arab Emirates, United States of America, Vanuatu, Vietnam, Yemen, New Caledonia, Somalia",Seasnakes,Pelamis,0.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.10,49.90,0.00,0.00,0.00,0.00,0.00,0.00,32.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,1.80,0.00,1.10,2.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.40,0.00,0.00,100.00
" <span href=""https://www.ncbi.nlm.nih.gov/pubmed/25496801"" target=""_blank"" style=""font-style: italic"">Porthidium lansbergii lansbergii<span> (Colombia)",Colombia,Porthidium lansbergii lansbergii,1,"Lansberg's Hog-nosed Pit Viper , Lansberg's Hognose Pit Viper",Viperidae,"Colombia, Ecuador, Panama, Venezuela",Central America + South America,Porthidium,0.00,35.50,0.00,0.00,0.00,0.00,12.90,0.00,0.00,0.00,0.00,0.00,6.70,0.00,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.70,16.20,0.00,0.00,0.00,0.00,0.00,4.50,0.00,0.00,0.00,0.00,3.60,0.00,0.00,0.00,2.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.40,0.00,3.20,100.00
